"move_id","move_name","type","category","preview_id","preview_mp4","preview_gif","source_kind","ds_move_id","animation_reference","ds_animation_path","animation_class","source_manifest"
"MOVE_FLAME_TONGUE","Flame Tongue","Fire","Physical","anim_0899","docs/approval/previews/mp4/anim_0899.mp4","docs/approval/previews/gif/anim_0899.gif","hg-engine-script","899","animations/hg-engine/gen9/899.s","animations/hg-engine/gen9/899.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FLASH_FREEZE","Flash Freeze","Ice","Status","anim_0576","docs/approval/previews/mp4/anim_0576.mp4","docs/approval/previews/gif/anim_0576.gif","hg-engine-script","576","animations/hg-engine/gen6/576.s","animations/hg-engine/gen6/576.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"FLECHASTRAL","Flecha Astral","Fairy","Physical","anim_0770","docs/approval/previews/mp4/anim_0770.mp4","docs/approval/previews/gif/anim_0770.gif","hg-engine-script","770","animations/hg-engine/gen8/770.s","animations/hg-engine/gen8/770.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FLORALETEO","Floraleteo","Grass","Special","anim_0523","docs/approval/previews/mp4/anim_0523.mp4","docs/approval/previews/gif/anim_0523.gif","hg-engine-script","523","animations/hg-engine/gen5/523.s","animations/hg-engine/gen5/523.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FLUTTERING_LEAF","Fluttering Leaf","Grass","Physical","anim_0369","docs/approval/previews/mp4/anim_0369.mp4","docs/approval/previews/gif/anim_0369.gif","platinum-base-move","369","MOVE_U_TURN","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"FOCUSMUNCH","Focus Munch","Fighting","Status","anim_0504","docs/approval/previews/mp4/anim_0504.mp4","docs/approval/previews/gif/anim_0504.gif","hg-engine-script","504","animations/hg-engine/gen5/504.s","animations/hg-engine/gen5/504.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FORYOU","For You","Fighting","Physical","anim_0826","docs/approval/previews/mp4/anim_0826.mp4","docs/approval/previews/gif/anim_0826.gif","hg-engine-script","826","animations/hg-engine/gen8/826.s","animations/hg-engine/gen8/826.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FORCEWAVE","Force Wave","Fighting","Special","anim_0551","docs/approval/previews/mp4/anim_0551.mp4","docs/approval/previews/gif/anim_0551.gif","hg-engine-script","551","animations/hg-engine/gen5/551.s","animations/hg-engine/gen5/551.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FORGEBREATH","Forge Breath","Steel","Special","anim_0799","docs/approval/previews/mp4/anim_0799.mp4","docs/approval/previews/gif/anim_0799.gif","hg-engine-script","799","animations/hg-engine/gen8/799.s","animations/hg-engine/gen8/799.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"FRIGIDMAW","Frigid Maw","Ice","Physical","anim_0668","docs/approval/previews/mp4/anim_0668.mp4","docs/approval/previews/gif/anim_0668.gif","hg-engine-script","668","animations/hg-engine/gen7/668.s","animations/hg-engine/gen7/668.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FROST_BOLT","Frost Bolt","Ice","Physical","anim_0668","docs/approval/previews/mp4/anim_0668.mp4","docs/approval/previews/gif/anim_0668.gif","hg-engine-script","668","animations/hg-engine/gen7/668.s","animations/hg-engine/gen7/668.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FROST_BRAND","Frost Brand","Ice","Physical","anim_0668","docs/approval/previews/mp4/anim_0668.mp4","docs/approval/previews/gif/anim_0668.gif","hg-engine-script","668","animations/hg-engine/gen7/668.s","animations/hg-engine/gen7/668.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FROSTKICK","Frost Kick","Ice","Physical","anim_0839","docs/approval/previews/mp4/anim_0839.mp4","docs/approval/previews/gif/anim_0839.gif","hg-engine-script","839","animations/hg-engine/gen8/839.s","animations/hg-engine/gen8/839.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FROSTWALKER","Frost Walker","Ice","Physical","anim_0668","docs/approval/previews/mp4/anim_0668.mp4","docs/approval/previews/gif/anim_0668.gif","hg-engine-script","668","animations/hg-engine/gen7/668.s","animations/hg-engine/gen7/668.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FRUITPUNCH","Fruit Punch","Fairy","Physical","anim_0792","docs/approval/previews/mp4/anim_0792.mp4","docs/approval/previews/gif/anim_0792.gif","hg-engine-script","792","animations/hg-engine/gen8/792.s","animations/hg-engine/gen8/792.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FUEGOCRUZADO","Fuego Cruzado","Fire","Physical","anim_0738","docs/approval/previews/mp4/anim_0738.mp4","docs/approval/previews/gif/anim_0738.gif","hg-engine-script","738","animations/hg-engine/gen7/738.s","animations/hg-engine/gen7/738.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FUEGOLUNAR","Fuego Lunar","Fire","Special","anim_0598","docs/approval/previews/mp4/anim_0598.mp4","docs/approval/previews/gif/anim_0598.gif","hg-engine-script","598","animations/hg-engine/gen6/598.s","animations/hg-engine/gen6/598.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"CONJUROSOLAR","Fuerza Solar","Fairy","Special","anim_0587","docs/approval/previews/mp4/anim_0587.mp4","docs/approval/previews/gif/anim_0587.gif","hg-engine-script","587","animations/hg-engine/gen6/587.s","animations/hg-engine/gen6/587.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FUERZAESENCIA","Fuerzaesencia","Psychic","Special","anim_0800","docs/approval/previews/mp4/anim_0800.mp4","docs/approval/previews/gif/anim_0800.gif","hg-engine-script","800","animations/hg-engine/gen8/800.s","animations/hg-engine/gen8/800.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_FUMIGATION_BOMB","Fumigation Bomb","Poison","Physical","anim_0830","docs/approval/previews/mp4/anim_0830.mp4","docs/approval/previews/gif/anim_0830.gif","hg-engine-script","830","animations/hg-engine/gen8/830.s","animations/hg-engine/gen8/830.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FURIATOTEMICA","Furia Totémica","Ground","Special","anim_0851","docs/approval/previews/mp4/anim_0851.mp4","docs/approval/previews/gif/anim_0851.gif","hg-engine-script","851","animations/hg-engine/gen8/851.s","animations/hg-engine/gen8/851.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FURIOUSPUMMELING","Furious Pummeling","Normal","Physical","anim_0876","docs/approval/previews/mp4/anim_0876.mp4","docs/approval/previews/gif/anim_0876.gif","hg-engine-script","876","animations/hg-engine/gen9/876.s","animations/hg-engine/gen9/876.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"FUTABABREAK","Futaba Break","Grass","Physical","anim_0575","docs/approval/previews/mp4/anim_0575.mp4","docs/approval/previews/gif/anim_0575.gif","hg-engine-script","575","animations/hg-engine/gen6/575.s","animations/hg-engine/gen6/575.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GALESTRIKE","Gale Strike","Fighting","Physical","anim_0563","docs/approval/previews/mp4/anim_0563.mp4","docs/approval/previews/gif/anim_0563.gif","hg-engine-script","563","animations/hg-engine/gen6/563.s","animations/hg-engine/gen6/563.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GHOSTGALLOP","Galope Espectral","Ghost","Physical","anim_0715","docs/approval/previews/mp4/anim_0715.mp4","docs/approval/previews/gif/anim_0715.gif","hg-engine-script","715","animations/hg-engine/gen7/715.s","animations/hg-engine/gen7/715.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GAMMARAY","Gamma Ray","Nuclear","Special","anim_0854","docs/approval/previews/mp4/anim_0854.mp4","docs/approval/previews/gif/anim_0854.gif","hg-engine-script","854","animations/hg-engine/gen9/854.s","animations/hg-engine/gen9/854.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GAYAGENDA","Gay Agenda","Fairy","Status","anim_0581","docs/approval/previews/mp4/anim_0581.mp4","docs/approval/previews/gif/anim_0581.gif","hg-engine-script","581","animations/hg-engine/gen6/581.s","animations/hg-engine/gen6/581.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_GEM_MISSILE","Gem Missile","Rock","Special","anim_0408","docs/approval/previews/mp4/anim_0408.mp4","docs/approval/previews/gif/anim_0408.gif","platinum-base-move","408","MOVE_POWER_GEM","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"GEMSTONEGLIMMER","Gemstone Glimmer","Rock","Special","anim_0803","docs/approval/previews/mp4/anim_0803.mp4","docs/approval/previews/gif/anim_0803.gif","hg-engine-script","803","animations/hg-engine/gen8/803.s","animations/hg-engine/gen8/803.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GENEBLASTER","Gene Blaster","Normal","Special","anim_0854","docs/approval/previews/mp4/anim_0854.mp4","docs/approval/previews/gif/anim_0854.gif","hg-engine-script","854","animations/hg-engine/gen9/854.s","animations/hg-engine/gen9/854.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GEODEBURST","Geode Burst","Rock","Special","anim_0803","docs/approval/previews/mp4/anim_0803.mp4","docs/approval/previews/gif/anim_0803.gif","hg-engine-script","803","animations/hg-engine/gen8/803.s","animations/hg-engine/gen8/803.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GEOIMPACTO","Geoimpacto","Ground","Special","anim_0634","docs/approval/previews/mp4/anim_0634.mp4","docs/approval/previews/gif/anim_0634.gif","hg-engine-script","634","animations/hg-engine/gen7/634.s","animations/hg-engine/gen7/634.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GETLUCKY","Get Lucky","Psychic","Special","anim_0920","docs/approval/previews/mp4/anim_0920.mp4","docs/approval/previews/gif/anim_0920.gif","hg-engine-script","920","animations/hg-engine/gen9/920.s","animations/hg-engine/gen9/920.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_GHASTLY_ECHO","Ghastly Echo","Ghost","Special","anim_0228","docs/approval/previews/mp4/anim_0228.mp4","docs/approval/previews/gif/anim_0228.gif","platinum-base-move","228","MOVE_PURSUIT","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_GIANT_GALE","Giant Gale","Flying","Special","anim_0545","docs/approval/previews/mp4/anim_0545.mp4","docs/approval/previews/gif/anim_0545.gif","hg-engine-script","545","animations/hg-engine/gen5/545.s","animations/hg-engine/gen5/545.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"GILDEDARROW","Gilded Arrow","Normal","Special","anim_0549","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GILDEDHELIX","Gilded Helix","Normal","Special","anim_0549","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GLACIALGULF","Glacial Gulf","Ice","Status","anim_0662","docs/approval/previews/mp4/anim_0662.mp4","docs/approval/previews/gif/anim_0662.gif","hg-engine-script","662","animations/hg-engine/gen7/662.s","animations/hg-engine/gen7/662.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_GLACIER_CRASH","Glacier Crash","Ice","Physical","anim_0559","docs/approval/previews/mp4/anim_0559.mp4","docs/approval/previews/gif/anim_0559.gif","hg-engine-script","559","animations/hg-engine/gen5/559.s","animations/hg-engine/gen5/559.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_GODSPEED","Godspeed","Flying","Physical","anim_0413","docs/approval/previews/mp4/anim_0413.mp4","docs/approval/previews/gif/anim_0413.gif","platinum-base-move","413","MOVE_BRAVE_BIRD","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"GOLDENSPLASH","Golden Splash","Water","Special","anim_0521","docs/approval/previews/mp4/anim_0521.mp4","docs/approval/previews/gif/anim_0521.gif","hg-engine-script","521","animations/hg-engine/gen5/521.s","animations/hg-engine/gen5/521.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"BIFIDOVOLADOR","Golpe Bífido","Flying","Physical","anim_0769","docs/approval/previews/mp4/anim_0769.mp4","docs/approval/previews/gif/anim_0769.gif","hg-engine-script","769","animations/hg-engine/gen8/769.s","animations/hg-engine/gen8/769.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GOLPESABANA","Golpe Sabana","Grass","Physical","anim_0776","docs/approval/previews/mp4/anim_0776.mp4","docs/approval/previews/gif/anim_0776.gif","hg-engine-script","776","animations/hg-engine/gen8/776.s","animations/hg-engine/gen8/776.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"GREATRAGE","Great Rage","Grass","Physical","anim_0672","docs/approval/previews/mp4/anim_0672.mp4","docs/approval/previews/gif/anim_0672.gif","hg-engine-script","672","animations/hg-engine/gen7/672.s","animations/hg-engine/gen7/672.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_UNSCREW","Hacksaw","Steel","Physical","anim_0435","docs/approval/previews/mp4/anim_0435.mp4","docs/approval/previews/gif/anim_0435.gif","platinum-base-move","435","MOVE_DISCHARGE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"HALFLIFE","Half-life","Nuclear","Special","anim_0880","docs/approval/previews/mp4/anim_0880.mp4","docs/approval/previews/gif/anim_0880.gif","hg-engine-script","880","animations/hg-engine/gen9/880.s","animations/hg-engine/gen9/880.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HANABIDANCE","Hanabi Dance","Fairy","Physical","anim_0770","docs/approval/previews/mp4/anim_0770.mp4","docs/approval/previews/gif/anim_0770.gif","hg-engine-script","770","animations/hg-engine/gen8/770.s","animations/hg-engine/gen8/770.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HARDDRIVECRASH","Hard Drive Crash","Qmarks","Special","anim_0549","docs/approval/previews/mp4/anim_0549.mp4","docs/approval/previews/gif/anim_0549.gif","hg-engine-script","549","animations/hg-engine/gen5/549.s","animations/hg-engine/gen5/549.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"HAUNT","Haunt","Ghost","Physical","anim_0569","docs/approval/previews/mp4/anim_0569.mp4","docs/approval/previews/gif/anim_0569.gif","hg-engine-script","569","animations/hg-engine/gen6/569.s","animations/hg-engine/gen6/569.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_PORT_FALLBACK_PASS_13.csv"
"HEARTBEAT","Heart Beat","Sound","Physical","anim_0863","docs/approval/previews/mp4/anim_0863.mp4","docs/approval/previews/gif/anim_0863.gif","hg-engine-script","863","animations/hg-engine/gen9/863.s","animations/hg-engine/gen9/863.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HEATEDREVUP","Heated Rev Up","Fire","Status","anim_0911","docs/approval/previews/mp4/anim_0911.mp4","docs/approval/previews/gif/anim_0911.gif","hg-engine-script","911","animations/hg-engine/gen9/911.s","animations/hg-engine/gen9/911.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HEAVENLYWING","Heavenly Wing","Flying","Physical","anim_0734","docs/approval/previews/mp4/anim_0734.mp4","docs/approval/previews/gif/anim_0734.gif","hg-engine-script","734","animations/hg-engine/gen7/734.s","animations/hg-engine/gen7/734.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_HEX_TROT","Hex Trot","Ghost","Special","anim_0689","docs/approval/previews/mp4/anim_0689.mp4","docs/approval/previews/gif/anim_0689.gif","hg-engine-script","689","animations/hg-engine/gen7/689.s","animations/hg-engine/gen7/689.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"HEXINGSLASH","Hexing Slash","Ghost","Physical","anim_0702","docs/approval/previews/mp4/anim_0702.mp4","docs/approval/previews/gif/anim_0702.gif","hg-engine-script","702","animations/hg-engine/gen7/702.s","animations/hg-engine/gen7/702.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HIEDRAAGIL","Hiedra Ágil","Grass","Physical","anim_0776","docs/approval/previews/mp4/anim_0776.mp4","docs/approval/previews/gif/anim_0776.gif","hg-engine-script","776","animations/hg-engine/gen8/776.s","animations/hg-engine/gen8/776.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HOARFROSTMOON","Hoarfrost Moon","Ice","Special","anim_0742","docs/approval/previews/mp4/anim_0742.mp4","docs/approval/previews/gif/anim_0742.gif","hg-engine-script","742","animations/hg-engine/gen7/742.s","animations/hg-engine/gen7/742.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HOARFROSTTIDE","Hoarfrost Tide","Water","Special","anim_0889","docs/approval/previews/mp4/anim_0889.mp4","docs/approval/previews/gif/anim_0889.gif","hg-engine-script","889","animations/hg-engine/gen9/889.s","animations/hg-engine/gen9/889.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HOLYDUTY","Holy Duty","Fire","Special","anim_0707","docs/approval/previews/mp4/anim_0707.mp4","docs/approval/previews/gif/anim_0707.gif","hg-engine-script","707","animations/hg-engine/gen7/707.s","animations/hg-engine/gen7/707.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HOMERUNBAT","Homerun Bat","Normal","Physical","anim_0763","docs/approval/previews/mp4/anim_0763.mp4","docs/approval/previews/gif/anim_0763.gif","hg-engine-script","763","animations/hg-engine/gen8/763.s","animations/hg-engine/gen8/763.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_HOMING_FLETCH","Homing Fletch","Steel","Physical","anim_0617","docs/approval/previews/mp4/anim_0617.mp4","docs/approval/previews/gif/anim_0617.gif","hg-engine-script","617","animations/hg-engine/gen6/617.s","animations/hg-engine/gen6/617.s","direct hg-engine DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"HULKUP","Hulk Up","Fighting","Status","anim_0564","docs/approval/previews/mp4/anim_0564.mp4","docs/approval/previews/gif/anim_0564.gif","hg-engine-script","564","animations/hg-engine/gen6/564.s","animations/hg-engine/gen6/564.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"HUNTERSWILDS","Hunter's Wilds","Grass","Status","anim_0599","docs/approval/previews/mp4/anim_0599.mp4","docs/approval/previews/gif/anim_0599.gif","hg-engine-script","599","animations/hg-engine/gen6/599.s","animations/hg-engine/gen6/599.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"IADOSGUARD","Iado's Guard","Steel","Status","anim_0591","docs/approval/previews/mp4/anim_0591.mp4","docs/approval/previews/gif/anim_0591.gif","hg-engine-script","591","animations/hg-engine/gen6/591.s","animations/hg-engine/gen6/591.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_ICE_WALL","Ice Wall","Ice","Physical","anim_0112","docs/approval/previews/mp4/anim_0112.mp4","docs/approval/previews/gif/anim_0112.gif","platinum-base-move","112","MOVE_BARRIER","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_ICICLE_IMPALE","Icicle Impale","Ice","Physical","anim_0224","docs/approval/previews/mp4/anim_0224.mp4","docs/approval/previews/gif/anim_0224.gif","platinum-base-move","224","MOVE_MEGAHORN","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"SUPERNOVA","Impact Event","Fire","Physical","anim_0783","docs/approval/previews/mp4/anim_0783.mp4","docs/approval/previews/gif/anim_0783.gif","hg-engine-script","783","animations/hg-engine/gen8/783.s","animations/hg-engine/gen8/783.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_INCITE","Incite","Dark","Status","anim_0578","docs/approval/previews/mp4/anim_0578.mp4","docs/approval/previews/gif/anim_0578.gif","hg-engine-script","578","animations/hg-engine/gen6/578.s","animations/hg-engine/gen6/578.s","direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_DIRECT_RESOLUTION_PASS_14.csv"
"INFERNALBLADE","Infernal Blade","Fire","Physical","anim_0738","docs/approval/previews/mp4/anim_0738.mp4","docs/approval/previews/gif/anim_0738.gif","hg-engine-script","738","animations/hg-engine/gen7/738.s","animations/hg-engine/gen7/738.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_INSECT_IMPACT","Insect Impact","Bug","Physical","anim_0038","docs/approval/previews/mp4/anim_0038.mp4","docs/approval/previews/gif/anim_0038.gif","platinum-base-move","38","MOVE_DOUBLE_EDGE","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"INSTANTCRUSH","Instant Crush","Psychic","Special","anim_0800","docs/approval/previews/mp4/anim_0800.mp4","docs/approval/previews/gif/anim_0800.gif","hg-engine-script","800","animations/hg-engine/gen8/800.s","animations/hg-engine/gen8/800.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"INSTANTWHISTLE","Instant Whistle","Sound","Status","anim_0674","docs/approval/previews/mp4/anim_0674.mp4","docs/approval/previews/gif/anim_0674.gif","hg-engine-script","674","animations/hg-engine/gen7/674.s","animations/hg-engine/gen7/674.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_INVERSE_ROOM","Inverse Room","Psychic","Status","anim_0433","docs/approval/previews/mp4/anim_0433.mp4","docs/approval/previews/gif/anim_0433.gif","platinum-base-move","433","MOVE_TRICK_ROOM","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"IRALLAMEANTE","Ira Llameante","Fire","Physical","anim_0836","docs/approval/previews/mp4/anim_0836.mp4","docs/approval/previews/gif/anim_0836.gif","hg-engine-script","836","animations/hg-engine/gen8/836.s","animations/hg-engine/gen8/836.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"IRONBARB","Iron Barb","Steel","Physical","anim_0777","docs/approval/previews/mp4/anim_0777.mp4","docs/approval/previews/gif/anim_0777.gif","hg-engine-script","777","animations/hg-engine/gen8/777.s","animations/hg-engine/gen8/777.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_IRON_FANGS","Iron Fangs","Steel","Physical","anim_0745","docs/approval/previews/mp4/anim_0745.mp4","docs/approval/previews/gif/anim_0745.gif","hg-engine-script","745","animations/hg-engine/gen7/745.s","animations/hg-engine/gen7/745.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"IRRITATION","Irritation","Bug","Special","anim_0525","docs/approval/previews/mp4/anim_0525.mp4","docs/approval/previews/gif/anim_0525.gif","hg-engine-script","525","animations/hg-engine/gen5/525.s","animations/hg-engine/gen5/525.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_JAGGED_FANGS","Jagged Fangs","Rock","Physical","anim_0833","docs/approval/previews/mp4/anim_0833.mp4","docs/approval/previews/gif/anim_0833.gif","hg-engine-script","833","animations/hg-engine/gen8/833.s","animations/hg-engine/gen8/833.s","provisional direct hg-engine DS reuse assigned","manifests/COMMUNITY_DS_ANIMATION_RESCUE_PASS_12.csv"
"MOVE_JAGGED_HORNS","Jagged Horns","Rock","Physical","anim_0030","docs/approval/previews/mp4/anim_0030.mp4","docs/approval/previews/gif/anim_0030.gif","platinum-base-move","30","MOVE_HORN_ATTACK","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
"MOVE_JAGGED_PUNCH","Jagged Punch","Rock","Physical","anim_0183","docs/approval/previews/mp4/anim_0183.mp4","docs/approval/previews/gif/anim_0183.gif","platinum-base-move","183","MOVE_MACH_PUNCH","","direct Platinum/base-era DS reuse","manifests/ELITE_REDUX_DS_ANIMATION_PASS_01.csv"
