"move_id","english_review_name","original_source_name","source_project","source_repo","source_commit","source_data_path","type","category","power","accuracy","pp","what_it_does","priority","target","contact","move_flags","effect_chance","status_effects","stat_changes","multi_hit_or_duration","recoil","drain_or_healing","switching_behavior","field_weather_terrain_behavior","source_description","source_uncertainty","mechanics_audit_status","audit_basis","animation_status","animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","animation_audit_notes","animation_manifest"
"EXPUNGE","Expunge","Expunge","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Nuclear","Special","110","70","5","Deals damage and deals extra damage to Nuclear-type targets.","0 (normal priority)","One Pokémon other than the user","No","Uranium flags: be","No separate chance-based secondary effect","","","","","","","Accuracy becomes 100% during Nuclear Fallout.","Purges the foe of impurities, dealing extra damage to Nuclear types.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"FALLOUT","Fallout","Fallout","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Nuclear","Status","0","0","10","Creates Nuclear Fallout for 5 turns. At the end of each turn, it damages battlers that are not Nuclear- or Steel-type.","0 (normal priority)","Entire battlefield","No","Uranium flags: none recorded","No separate chance-based secondary effect","","","Weather lasts 5 turns","","","","Sets Nuclear Fallout; damages non-Nuclear, non-Steel Pokémon each turn","Summons a five-turn nuclear fallout to hurt all combatants except the Nuclear and Steel types every turn.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"PROTONBEAM","Proton Beam","Proton Beam","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Nuclear","Special","100","90","5","Deals damage, then lowers the user's Special Attack by 2 stages.","0 (normal priority)","One Pokémon other than the user","No","Uranium flags: bef","No separate chance-based secondary effect","","Lowers the user's Special Attack by 2 stages after attacking","","","","","","The user attacks the target at full power. The attack's recoil sharply reduces the user's Sp. Atk stat.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"INFERNALBLADE","Infernal Blade","Infernal Blade","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Fire","Physical","90","95","10","Deals damage, is super effective against Fairy-type targets, and has a 10% chance to burn the target.","0 (normal priority)","One Pokémon other than the user","Yes","Uranium flags: abeg","10% where the listed secondary effect applies","10% chance to burn the target","","","","","","","The user slashes the foe with cursed fire, hits Fairy-type for super effective damage and may also cause burn.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"QUANTUMLEAP","Quantum Leap","Quantum Leap","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Nuclear","Physical","100","100","5","A two-turn attack. The user vanishes on the first turn and strikes on the second turn.","0 (normal priority)","One Pokémon other than the user","Yes","Uranium flags: aef","No separate chance-based secondary effect","","","Two-turn move; attacks on turn 2","","","","","The user vanishes in the first turn and attacks the foe with full power in the next one.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"METALCRUNCHER","Metal Cruncher","Metal Cruncher","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Steel","Physical","120","85","5","Deals damage and has a 70% chance to lower the target's Defense by 1 stage.","0 (normal priority)","One Pokémon other than the user","Yes","Uranium flags: abe","70% where the listed secondary effect applies","","70% chance to lower the target's Defense by 1 stage","","","","","","The user crunches up the target with metal fangs. It has a high chance of lowering the target's Defense.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"DRAINLIFE","Drain Life","Drain Life","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Dark","Physical","75","100","10","Deals damage and restores the user's HP by 50% of the damage dealt.","0 (normal priority)","One Pokémon other than the user","Yes","Uranium flags: abe","No separate chance-based secondary effect","","","","","Heals the user for 50% of damage dealt","","","The user drains the foe's energy with its fangs. The user's HP is restored by half the damage inflicted.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"STICKYTERRAIN","Sticky Terrain","Sticky Terrain","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Poison","Status","0","0","10","Creates Sticky Terrain for 5 turns. While it is active, priority moves do not work.","0 (normal priority)","Entire battlefield","No","Uranium flags: m","No separate chance-based secondary effect","","","Terrain lasts 5 turns","","","","Sets Sticky Terrain; priority moves fail while active","The user makes the ground all slimy and gooey for five turns. Priority attacks won't work.","None noted.","complete","Source-verified against Pokémon Uranium 1.3.1 move data from the pinned uranium-mining PBS snapshot; publicly documented Uranium mechanics were used where the PBS description alone was incomplete.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"NUCLEARWIND","Nuclear Wind","Nuclear Wind","Pokemon Uranium 1.3.1 (via uranium-mining PBS)","eriedaberrie/uranium-mining","33e18f15c892e431f2d188363daba64bd51406b4","pbs/moves.txt","Nuclear","Special","65","95","10","Deals 65 base-power Nuclear-type special damage with 95% accuracy and 10 PP to the opposing side. The custom move is associated with a chance to start Nuclear Fallout weather. A later Uranium-derived implementation records that weather chance as 5% (1 in 20), while the pinned 1.3.1 PBS row contains the numeric value 3 in its effect-chance field. Because those sources disagree, the approval sheet records the conflict instead of pretending the percentage is settled.","0 (normal priority)","all opposing Pokémon / spread target (source target code 04)","No","Uranium flags: bef","Source-version conflict: later Uranium-derived implementation = 5%; pinned PBS chance field = 3","","","","","","","Can start Nuclear Fallout weather","The user emits radiation from its body and uses its powerful wings to launch fallout at its foes.","","complete","Verified against the pinned uranium-mining PBS and published Pokémon Uranium move references.","animation data not included in uranium-mining PBS snapshot","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","no source-certified DS animation mapping","","","choose an existing Platinum/hg-engine animation analog or build/adapt a new DS animation during implementation","No animation was guessed or inferred from move type/name.","manifests/URANIUM_DS_ANIMATION_PASS_05.csv"
"ACHILLESHEEL","Achilles Heel","Achilles Heel","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Normal","Physical","45","100","15","Deals damage and super-effective against any non-immune the target.","0","One adjacent Pokémon","Yes","contact, protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"ANCIENTROAR","Ancient Roar","Ancient Roar","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Rock","Special","80","100","15","Deals damage. Sound move; bypasses Substitute.","0","One adjacent Pokémon","No","protect, mirror, sound, bypasssub","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"CORRODE","Corrode","Corrode","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Poison","Special","70","100","10","Deals damage and Poison ignores its normal immunity and treats Steel as super-effective.","0","All adjacent Pokémon","No","protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"CRYSTALRUSH","Crystal Rush","Crystal Rush","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Crystal","Physical","45","100","30","Deals 45 base-power Crystal-type physical damage with 100% accuracy and 30 PP. It makes contact and has +1 priority. No additional secondary effect is documented.","1","One adjacent Pokémon","Yes","contact, protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"DARKMATTER","Dark Matter","Dark Matter","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dark","Special","150","90","5","Deals damage and user must recharge next turn.","0","One adjacent Pokémon","No","recharge, protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"DRACOJET","Draco Jet","Draco Jet","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dragon","Physical","40","100","20","Deals 40 base-power Dragon-type physical damage with 100% accuracy and 20 PP. It makes contact and has +1 priority. No additional secondary effect is documented.","1","One adjacent Pokémon","Yes","contact, protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"DRAGONIFY","Dragonify","Dragonify","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dragon","Status","0","100","20","Changes the target's type to Dragon.","0","One adjacent Pokémon","No","protect, reflectable, mirror, allyanim","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"DRAKONVOICE","Drakon Voice","Drakon Voice","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dragon","Special","105","85","10","Spread damage to all adjacent foes. Sound move; bypasses Substitute.","0","All adjacent foes","No","protect, mirror, sound, bypasssub","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"JETSTREAM","Jet Stream","Jet Stream","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dragon","Status","0","0","30","Creates a 2-turn ally-side condition that raises move priority by 1.","0","User's side","No","snatch, wind","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"LIVEWIRE","Livewire","Livewire","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Electric","Status","0","0","20","Sets a stackable foe-side switch-in hazard that can paralyze grounded entrants; stronger in rain; up to 5 layers. Grounded Electric/Ground entrants remove it; Heavy-Duty Boots avoid it.","0","Opposing side","No","reflectable, nonsky","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"LUNARCANNON","Lunar Cannon","Lunar Cannon","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dark","Special","105","100","10","Two-turn attack; charges first and strikes second. Executes immediately during New Moon weather.","0","One adjacent Pokémon","No","charge, protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"MEDUSARAY","Medusa Ray","Medusa Ray","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Rock","Status","0","100","20","A Rock-type status move with 100% accuracy and 20 PP. If it succeeds, the target's typing is replaced with pure Rock. It is reflectable by Magic Coat/Magic Bounce-style effects in the source.","0","One adjacent Pokémon","No","protect, reflectable, mirror, allyanim","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"MORPH","Morph","Morph","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Normal","Status","0","0","10","A Normal-type status move with 10 PP that transforms the user into the selected target, copying the target's battle form and Transform-style battle properties according to the source implementation. It does not deal damage.","0","One adjacent Pokémon","No","allyanim","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"NANOREPAIR","Nanorepair","Nanorepair","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Steel","Status","0","0","5","Heals 1/2 max HP and raises Defense by 1 stage.","0","User","No","snatch, heal","","","raises the target's Defense by 1 stage","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"NEWMOON","New Moon","New Moon","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Dark","Status","0","0","5","A Dark-type status move with 5 PP that sets Insurgence's New Moon weather across the battlefield. It does not deal direct damage. Other custom moves and mechanics can check for New Moon while it is active.","0","Entire battlefield","No","weather;target-all","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"PERMAFROST","Permafrost","Permafrost","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Ice","Status","0","0","15","Sets a stackable foe-side switch-in hazard that can freeze grounded entrants; stronger in hail; up to 5 layers. Grounded Ice/Fire entrants remove it; Heavy-Duty Boots avoid it.","0","Opposing side","No","reflectable, nonsky","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"RETROGRADE","Retrograde","Retrograde","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Normal","Status","0","100","30","Reverts a Mega-Evolved the target to its base species/form.","0","One adjacent Pokémon","No","allyanim","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"SPIRITAWAY","Spirit Away","Spirit Away","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Fairy","Physical","100","100","5","Hoopa-Delta-Unleashed-only two-turn carry/sky-drop-style attack. Target is carried off the field during the charge sequence.","0","One adjacent Pokémon","Yes","contact, charge, protect, mirror, distance","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"STEALTHCOAL","Stealth Coal","Stealth Coal","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Fire","Status","0","0","20","Sets a Fire-type Stealth Rock-style switch-in hazard. Damage scales with Fire effectiveness; Heavy-Duty Boots avoid it.","0","Opposing side","No","reflectable","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"WILDFIRE","Wildfire","Wildfire","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Fire","Status","0","70","10","Burns opposing targets. If a hit target is Grass-type, burn can spread to susceptible Pokémon on that side.","0","All adjacent foes","No","protect, reflectable, mirror","","burn","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
"WORMHOLE","Wormhole","Wormhole","Pokemon Insurgence (via Insurgence-Showdown)","Poilerwags/Insurgence-Showdown","72d72a7af4642d3c8391ab1118f0afbb2647020b","data/moves.ts","Psychic","Special","40","100","30","Deals 40 base-power Psychic-type special damage with 100% accuracy and 30 PP. It has +1 priority. No additional secondary effect is documented.","1","One adjacent Pokémon","No","protect, mirror","","","","","","","","","","","complete","Source-verified against the pinned Insurgence-Showdown move definition and its custom callbacks.","battle-simulator mechanics only; no Nintendo DS animation supplied","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","no source animation evidence","","","choose an existing Platinum/hg-engine DS animation analog or build/adapt a new DS animation during implementation","Repository-wide searches for animation, move animation, battle animation, and anim returned no source evidence for these custom moves. No animation was guessed.","manifests/INSURGENCE_DS_ANIMATION_PASS_06.csv"
