"move_id","move_name","type","category","source_animation_reference","ds_animation_class","ds_animation_path","ds_move_id","port_action","notes"
"ATOMICPUNCH","Atomic Punch","Nuclear","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/860.s","860","Reuse Jet Punch (MOVE_JET_PUNCH) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Jet Punch. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"METALWHIP","Metal Whip","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/777.s","777","Reuse Max Steelspike (MOVE_MAX_STEELSPIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Steelspike. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SHUFFLE","Shuffle","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/499.s","499","Reuse Round (MOVE_ROUND) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Round. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"NUCLEARWASTE","Nuclear Waste","Nuclear","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/664.s","664","Reuse Baneful Bunker (MOVE_BANEFUL_BUNKER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Baneful Bunker. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GAMMARAY","Gamma Ray","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/854.s","854","Reuse Tera Blast (MOVE_TERA_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tera Blast. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"RADIOACID","Radioacid","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/506.s","506","Reuse Scald (MOVE_SCALD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Scald. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SKYFALL","Sky Fall","Flying","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/849.s","849","Reuse BleakwindStorm (MOVE_BLEAKWIND_STORM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: BleakwindStorm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FLAMEIMPACT","Flame Impact","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/491.s","491","Reuse Flame Charge (MOVE_FLAME_CHARGE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Flame Charge. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SUBDUCTION","Subduction","Ground","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/617.s","617","Reuse Thousand Arrows (MOVE_THOUSAND_ARROWS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Thousand Arrows. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"INSTANTCRUSH","Instant Crush","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/800.s","800","Reuse Expanding Force (MOVE_EXPANDING_FORCE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Expanding Force. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GETLUCKY","Get Lucky","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/920.s","920","Reuse Psychic Noise (MOVE_PSYCHIC_NOISE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Psychic Noise. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LASERPULSE","Laser Pulse","Normal","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/549.s","549","Reuse Techno Blast (MOVE_TECHNO_BLAST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Techno Blast. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GEMSTONEGLIMMER","Gemstone Glimmer","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/803.s","803","Reuse Meteor Beam (MOVE_METEOR_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Meteor Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HALFLIFE","Half-life","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/880.s","880","Reuse Ruination (MOVE_RUINATION) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ruination. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"OCEANSWRATH","Ocean's Wrath","Water","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/597.s","597","Reuse Water Shuriken (MOVE_WATER_SHURIKEN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Water Shuriken. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FISSIONBURST","Fission Burst","Nuclear","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/805.s","805","Reuse Misty Explosion (MOVE_MISTY_EXPLOSION) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Misty Explosion. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CAUSTICBREATH","Caustic Breath","Dragon","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/694.s","694","Reuse Clanging Scales (MOVE_CLANGING_SCALES) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Clanging Scales. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"NUCLEARSLASH","Nuclear Slash","Nuclear","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/622.s","622","Reuse PrecipiceBlades (MOVE_PRECIPICE_BLADES) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: PrecipiceBlades. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"THUNDERSTORM","Thunderstorm","Electric","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/607.s","607","Reuse ElectricTerrain (MOVE_ELECTRIC_TERRAIN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ElectricTerrain. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SUDDENSTRIKE","Sudden Strike","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/820.s","820","Reuse Wicked Blow (MOVE_WICKED_BLOW) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Wicked Blow. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"EXPUNGE","Expunge","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/690.s","690","Reuse Core Enforcer (MOVE_CORE_ENFORCER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Core Enforcer. Confidence: manual-rescue. Basis: move type/category plus name/effect/tag similarity; manually selected for custom/unknown source typing. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FALLOUT","Fallout","Nuclear","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/582.s","582","Reuse Flower Shield (MOVE_FLOWER_SHIELD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Flower Shield. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PROTONBEAM","Proton Beam","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/708.s","708","Reuse Fleur Cannon (MOVE_FLEUR_CANNON) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fleur Cannon. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"INFERNALBLADE","Infernal Blade","Fire","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/738.s","738","Reuse Sizzly Slide (MOVE_SIZZLY_SLIDE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Sizzly Slide. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"QUANTUMLEAP","Quantum Leap","Nuclear","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/672.s","672","Reuse Solar Blade (MOVE_SOLAR_BLADE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Solar Blade. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"METALCRUNCHER","Metal Cruncher","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/777.s","777","Reuse Max Steelspike (MOVE_MAX_STEELSPIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Steelspike. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRAINLIFE","Drain Life","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/749.s","749","Reuse Jaw Lock (MOVE_JAW_LOCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Jaw Lock. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STICKYTERRAIN","Sticky Terrain","Poison","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/664.s","664","Reuse Baneful Bunker (MOVE_BANEFUL_BUNKER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Baneful Bunker. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"NUCLEARWIND","Nuclear Wind","Nuclear","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/843.s","843","Reuse Esper Wing (MOVE_ESPER_WING) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Esper Wing. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ACHILLESHEEL","Achilles Heel","Normal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/763.s","763","Reuse Max Strike (MOVE_MAX_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Max Strike. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ANCIENTROAR","Ancient Roar","Rock","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/803.s","803","Reuse Meteor Beam (MOVE_METEOR_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Meteor Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CORRODE","Corrode","Poison","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/804.s","804","Reuse Shell Side Arm (MOVE_SHELL_SIDE_ARM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shell Side Arm. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CRYSTALRUSH","Crystal Rush","Crystal","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/712.s","712","Reuse Accelerock (MOVE_ACCELEROCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Accelerock. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DARKMATTER","Dark Matter","Dark","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/658.s","658","Reuse Black Eclipse (MOVE_BLACK_HOLE_ECLIPSE_SPECIAL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Black Eclipse. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRACOJET","Draco Jet","Dragon","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/754.s","754","Reuse Dragon Darts (MOVE_DRAGON_DARTS) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Darts. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRAGONIFY","Dragonify","Dragon","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/916.s","916","Reuse Dragon Cheer (MOVE_DRAGON_CHEER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Cheer. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRAKONVOICE","Drakon Voice","Dragon","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/731.s","731","Reuse Soulblaze (MOVE_CLANGOROUS_SOULBLAZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Soulblaze. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"JETSTREAM","Jet Stream","Dragon","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/778.s","778","Reuse Clangorous Soul (MOVE_CLANGOROUS_SOUL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Clangorous Soul. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LIVEWIRE","Livewire","Electric","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/607.s","607","Reuse ElectricTerrain (MOVE_ELECTRIC_TERRAIN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ElectricTerrain. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LUNARCANNON","Lunar Cannon","Dark","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/880.s","880","Reuse Ruination (MOVE_RUINATION) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Ruination. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MEDUSARAY","Medusa Ray","Rock","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/752.s","752","Reuse Tar Shot (MOVE_TAR_SHOT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Tar Shot. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MORPH","Morph","Normal","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/478.s","478","Reuse Autotomize (MOVE_AUTOTOMIZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Autotomize. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"NANOREPAIR","Nanorepair","Steel","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/845.s","845","Reuse Shelter (MOVE_SHELTER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Shelter. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"NEWMOON","New Moon","Dark","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/579.s","579","Reuse Topsy-Turvy (MOVE_TOPSY_TURVY) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Topsy-Turvy. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PERMAFROST","Permafrost","Ice","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/697.s","697","Reuse Aurora Veil (MOVE_AURORA_VEIL) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Aurora Veil. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"RETROGRADE","Retrograde","Normal","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/705.s","705","Reuse ExtremeEvoboost (MOVE_EXTREME_EVOBOOST) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: ExtremeEvoboost. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPIRITAWAY","Spirit Away","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/792.s","792","Reuse Spirit Break (MOVE_SPIRIT_BREAK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spirit Break. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"STEALTHCOAL","Stealth Coal","Fire","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/911.s","911","Reuse Burning Bulwark (MOVE_BURNING_BULWARK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Burning Bulwark. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WILDFIRE","Wildfire","Fire","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/911.s","911","Reuse Burning Bulwark (MOVE_BURNING_BULWARK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Burning Bulwark. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WORMHOLE","Wormhole","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/891.s","891","Reuse Twin Beam (MOVE_TWIN_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Twin Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"ZOMBIESTRIKE","Zombie Strike","Ghost","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/715.s","715","Reuse Spectral Thief (MOVE_SPECTRAL_THIEF) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spectral Thief. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SLEAZYSPORES","Sleazy Spores","Grass","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/574.s","574","Reuse Forest’s Curse (MOVE_FORESTS_CURSE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Forest’s Curse. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SLIMEGULP","Slime Gulp","Poison","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/830.s","830","Reuse Dire Claw (MOVE_DIRE_CLAW) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dire Claw. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FRUITPUNCH","Fruit Punch","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/792.s","792","Reuse Spirit Break (MOVE_SPIRIT_BREAK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Spirit Break. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"DRAGONFIST","Dragon Fist","Dragon","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/695.s","695","Reuse Dragon Hammer (MOVE_DRAGON_HAMMER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Dragon Hammer. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"LICKCLEAN","Lick Clean","Water","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/821.s","821","Reuse Surging Strikes (MOVE_SURGING_STRIKES) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Surging Strikes. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPEEDWEED","Speed Weed","Grass","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/888.s","888","Reuse Trailblaze (MOVE_TRAILBLAZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Trailblaze. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"OVERBITE","Overbite","Dark","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen8/749.s","749","Reuse Jaw Lock (MOVE_JAW_LOCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Jaw Lock. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"1000FOLDS","1000 Folds","Steel","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/687.s","687","Reuse Smart Strike (MOVE_SMART_STRIKE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Smart Strike. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WARHEAD","Warhead","Steel","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/877.s","877","Reuse Make It Rain (MOVE_MAKE_IT_RAIN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Make It Rain. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"WEIRDFLEX","Weird Flex","Fighting","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/504.s","504","Reuse Quick Guard (MOVE_QUICK_GUARD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Quick Guard. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"HULKUP","Hulk Up","Fighting","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/564.s","564","Reuse Mat Block (MOVE_MAT_BLOCK) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Mat Block. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"FOCUSMUNCH","Focus Munch","Fighting","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/504.s","504","Reuse Quick Guard (MOVE_QUICK_GUARD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Quick Guard. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"MOP","Mop","Fairy","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/584.s","584","Reuse Misty Terrain (MOVE_MISTY_TERRAIN) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Misty Terrain. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"QUICKSAND","Quick Sand","Ground","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/526.s","526","Reuse Bulldoze (MOVE_BULLDOZE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Bulldoze. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"THINKFAST","Think Fast","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/891.s","891","Reuse Twin Beam (MOVE_TWIN_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Twin Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"BOLTBEAM","Boltbeam","Electric","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/562.s","562","Reuse Fusion Bolt (MOVE_FUSION_BOLT) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Fusion Bolt. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"CHECKEM","Check 'Em","Psychic","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen5/503.s","503","Reuse Stored Power (MOVE_STORED_POWER) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Stored Power. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"PIXIEPUMMEL","Pixie Pummel","Fairy","Physical","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen9/903.s","903","Reuse Magical Torque (MOVE_MAGICAL_TORQUE) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Magical Torque. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"GAYAGENDA","Gay Agenda","Fairy","Status","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen6/581.s","581","Reuse Crafty Shield (MOVE_CRAFTY_SHIELD) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Crafty Shield. Confidence: high. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
"SPOOPERPOWER","Spooperpower","Ghost","Special","","provisional direct hg-engine DS reuse assigned","animations/hg-engine/gen7/717.s","717","Reuse Moongeist Beam (MOVE_MOONGEIST_BEAM) as the provisional DS animation; replace or customize during visual approval if needed.","Emergency rescue assignment. Analog: Moongeist Beam. Confidence: medium. Basis: move type/category plus name/effect/tag similarity. This is an assigned DS-native visual, not claimed as the source game's original animation."
