"candidate_index","provisional_ds_id","batch_id","move_id","move_name","type","category","power","accuracy","pp","mechanics_audit_status","animation_class","animation_reference","visual_policy"
"253","1175","BULK06","MULTIPULSE","Multipulse","Normal","Special","65","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"254","1176","BULK06","SPECTRALSCREAM","Spectral Scream","Ghost","Special","65","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"255","1177","BULK06","AQUABATICS","Aquabatics","Water","Status","0","0","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"256","1178","BULK06","BARBEDWEB","Barbed Web","Bug","Physical","70","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"257","1179","BULK06","COLDTRUTH","Cold Truth","Ice","Special","95","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"258","1180","BULK06","FEVERPITCH","Fever Pitch","Fire","Special","1","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"259","1181","BULK06","THUNDERRAID","Thunder Raid","Electric","Physical","20","100","20","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"260","1182","BULK06","UPROOT","Uproot","Grass","Special","90","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"261","1183","BULK06","BUNRAKUBEATDOWN","Bunraku Beatdown","Psychic","Special","75","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"262","1184","BULK06","HEAVENLYWING","Heavenly Wing","Flying","Physical","90","0","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"263","1185","BULK06","MATRIXSHOT","Matrix Shot","Rock","Physical","90","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"264","1186","BULK06","DESERTSMARK","Desert's Mark","Ground","Status","0","0","20","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"265","1187","BULK06","ULTRAMEGADEATH","Super Ultra Mega Death Move","Steel","Physical","90","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"266","1188","BULK06","DECIMATION","Decimation","Dark","Special","100","100","20","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"267","1189","BULK06","PYROKINESIS","Pyrokinesis","Psychic","Special","80","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"268","1190","BULK06","ALPHASHOT","Alpha Shot","Normal","Special","50","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"269","1191","BULK06","GILDEDARROW","Gilded Arrow","Normal","Special","80","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"270","1192","BULK06","GILDEDHELIX","Gilded Helix","Normal","Special","50","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"271","1193","BULK06","POISONSWEEP","Poison Sweep","Poison","Physical","50","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"272","1194","BULK06","STACKINGSHOT","Stacking Shot","Fighting","Physical","40","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"273","1195","BULK06","IRRITATION","Irritation","Bug","Special","60","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"274","1196","BULK06","MAGMADRIFT","Magma Drift","Fire","Special","90","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"275","1197","BULK06","DELUGE","Deluge","Water","Physical","60","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"276","1198","BULK06","MUDBARRAGE","Mud Barrage","Ground","Special","25","95","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"277","1199","BULK06","SLASHANDBURN","Slash and Burn","Grass","Physical","90","90","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"278","1200","BULK06","ARENITEWALL","Arenite Wall","Ground","Status","0","0","20","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"279","1201","BULK06","QUICKSILVERSPEAR","Quicksilver Spear","Steel","Physical","80","75","5","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"280","1202","BULK06","SPARKLEON","Sparkle On","Fairy","Physical","120","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"281","1203","BULK06","SOLARFLARE","Solar Flare","Fire","Physical","100","95","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"282","1204","BULK06","HOARFROSTMOON","Hoarfrost Moon","Ice","Special","90","90","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"283","1205","BULK06","HEXINGSLASH","Hexing Slash","Ghost","Physical","90","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"284","1206","BULK06","WAKEUPSHOCK","Wake-Up Shock","Electric","Physical","80","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"285","1207","BULK06","VILEASSAULT","Vile Assault","Poison","Physical","90","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"286","1208","BULK06","ETHEREALTEMPEST","Ethereal Tempest","Flying","Special","90","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"287","1209","BULK06","MIRRORBEAM","Mirror Beam","Steel","Special","90","100","10","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"288","1210","BULK06","PROBOPOG","Probopass PogChampion","Normal","Special","20","100","15","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"289","1211","BULK06","UNLEASHEDPOWER","Unleashed Power","Qmarks","Special","150","0","0","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"290","1212","BULK06","BLINDINGSPEED","Blinding Speed","Qmarks","Physical","80","0","0","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"291","1213","BULK06","ELYSIANSHIELD","Elysian Shield","Fairy","Status","0","0","0","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"292","1214","BULK06","CHTHONICMALADY","Chthonic Malady","Shadow","Status","0","0","0","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"293","1215","BULK06","DOMAINSHIFT","Domain Shift","Qmarks","Status","0","0","0","complete","no source animation evidence","No per-move animation mapping, animation asset, Animations.rxdata, or BattleAnimation implementation is present in the audited Rejuvenation Wiki Converter source.","DEFER_VISUAL_UNTIL_APPROVED"
"294","1216","BULK06","CORALBREAK","Coral Break","Water","Special","80","95","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"295","1217","BULK06","ATOMICPUNCH","Atomic Punch","Nuclear","Physical","80","95","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"296","1218","BULK06","METALWHIP","Metal Whip","Steel","Physical","50","90","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"297","1219","BULK06","SHUFFLE","Shuffle","Normal","Special","60","90","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"298","1220","BULK06","NUCLEARWASTE","Nuclear Waste","Nuclear","Status","0","85","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"299","1221","BULK06","GAMMARAY","Gamma Ray","Nuclear","Special","40","100","30","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"300","1222","BULK06","RADIOACID","Radioacid","Nuclear","Special","60","100","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"301","1223","BULK07","SKYFALL","Sky Fall","Flying","Special","85","100","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"302","1224","BULK07","FLAMEIMPACT","Flame Impact","Fire","Physical","65","100","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"303","1225","BULK07","SUBDUCTION","Subduction","Ground","Physical","140","90","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"304","1226","BULK07","INSTANTCRUSH","Instant Crush","Psychic","Special","60","100","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"305","1227","BULK07","GETLUCKY","Get Lucky","Psychic","Special","70","100","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"306","1228","BULK07","LASERPULSE","Laser Pulse","Normal","Special","90","100","20","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"307","1229","BULK07","GEMSTONEGLIMMER","Gemstone Glimmer","Rock","Special","75","95","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"308","1230","BULK07","HALFLIFE","Half-life","Nuclear","Special","1","90","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"309","1231","BULK07","OCEANSWRATH","Ocean's Wrath","Water","Special","90","100","15","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"310","1232","BULK07","FISSIONBURST","Fission Burst","Nuclear","Physical","150","100","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"311","1233","BULK07","CAUSTICBREATH","Caustic Breath","Dragon","Special","60","100","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"312","1234","BULK07","NUCLEARSLASH","Nuclear Slash","Nuclear","Physical","55","90","20","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"313","1235","BULK07","THUNDERSTORM","Thunderstorm","Electric","Status","0","0","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"314","1236","BULK07","SUDDENSTRIKE","Sudden Strike","Dark","Physical","40","100","30","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"315","1237","BULK07","EXPUNGE","Expunge","Nuclear","Special","110","70","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"316","1238","BULK07","FALLOUT","Fallout","Nuclear","Status","0","0","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"317","1239","BULK07","PROTONBEAM","Proton Beam","Nuclear","Special","100","90","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"318","1240","BULK07","INFERNALBLADE","Infernal Blade","Fire","Physical","90","95","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"319","1241","BULK07","QUANTUMLEAP","Quantum Leap","Nuclear","Physical","100","100","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"320","1242","BULK07","METALCRUNCHER","Metal Cruncher","Steel","Physical","120","85","5","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"321","1243","BULK07","DRAINLIFE","Drain Life","Dark","Physical","75","100","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"322","1244","BULK07","STICKYTERRAIN","Sticky Terrain","Poison","Status","0","0","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"323","1245","BULK07","NUCLEARWIND","Nuclear Wind","Nuclear","Special","65","95","10","complete","no source-certified DS animation mapping","The authoritative Uranium 1.3.1 PBS extraction contains move mechanics but no battle-animation database, assets, or per-move animation mapping.","DEFER_VISUAL_UNTIL_APPROVED"
"324","1246","BULK07","ACHILLESHEEL","Achilles Heel","Normal","Physical","45","100","15","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"325","1247","BULK07","ANCIENTROAR","Ancient Roar","Rock","Special","80","100","15","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"326","1248","BULK07","CORRODE","Corrode","Poison","Special","70","100","10","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"327","1249","BULK07","CRYSTALRUSH","Crystal Rush","Crystal","Physical","45","100","30","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"328","1250","BULK07","DARKMATTER","Dark Matter","Dark","Special","150","90","5","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"329","1251","BULK07","DRACOJET","Draco Jet","Dragon","Physical","40","100","20","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"330","1252","BULK07","DRAGONIFY","Dragonify","Dragon","Status","0","100","20","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"331","1253","BULK07","DRAKONVOICE","Drakon Voice","Dragon","Special","105","85","10","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"332","1254","BULK07","JETSTREAM","Jet Stream","Dragon","Status","0","0","30","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"333","1255","BULK07","LIVEWIRE","Livewire","Electric","Status","0","0","20","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"334","1256","BULK07","LUNARCANNON","Lunar Cannon","Dark","Special","105","100","10","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"335","1257","BULK07","MEDUSARAY","Medusa Ray","Rock","Status","0","100","20","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"336","1258","BULK07","MORPH","Morph","Normal","Status","0","0","10","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"337","1259","BULK07","NANOREPAIR","Nanorepair","Steel","Status","0","0","5","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"338","1260","BULK07","NEWMOON","New Moon","Dark","Status","0","0","5","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"339","1261","BULK07","PERMAFROST","Permafrost","Ice","Status","0","0","15","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"340","1262","BULK07","RETROGRADE","Retrograde","Normal","Status","0","100","30","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"341","1263","BULK07","SPIRITAWAY","Spirit Away","Fairy","Physical","100","100","5","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"342","1264","BULK07","STEALTHCOAL","Stealth Coal","Fire","Status","0","0","20","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"343","1265","BULK07","WILDFIRE","Wildfire","Fire","Status","0","70","10","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"344","1266","BULK07","WORMHOLE","Wormhole","Psychic","Special","40","100","30","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"345","1267","BULK07","ZOMBIESTRIKE","Zombie Strike","Ghost","Physical","90","90","15","complete","no source animation evidence","The audited Insurgence-Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"346","1268","BULK07","SLEAZYSPORES","Sleazy Spores","Grass","Status","0","0","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"347","1269","BULK07","SLIMEGULP","Slime Gulp","Poison","Physical","70","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"348","1270","BULK07","FRUITPUNCH","Fruit Punch","Fairy","Physical","75","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"349","1271","BULK07","DRAGONFIST","Dragon Fist","Dragon","Physical","75","100","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"350","1272","BULK07","LICKCLEAN","Lick Clean","Water","Physical","40","100","20","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"351","1273","BULK08","SPEEDWEED","Speed Weed","Grass","Physical","40","100","30","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"352","1274","BULK08","OVERBITE","Overbite","Dark","Physical","150","100","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"353","1275","BULK08","1000FOLDS","1000 Folds","Steel","Physical","80","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"354","1276","BULK08","WARHEAD","Warhead","Steel","Special","110","80","5","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"355","1277","BULK08","WEIRDFLEX","Weird Flex","Fighting","Status","0","0","15","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"356","1278","BULK08","HULKUP","Hulk Up","Fighting","Status","0","0","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"357","1279","BULK08","FOCUSMUNCH","Focus Munch","Fighting","Status","0","0","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
"358","1280","BULK08","MOP","Mop","Fairy","Status","0","100","10","complete","no source animation evidence","The audited Clovermon Showdown repository is a battle-simulator mechanics source and contains no move-animation assets or per-move animation mappings.","DEFER_VISUAL_UNTIL_APPROVED"
